Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
80549;Wellington;CO;40.762264;-105.01233;-7;1;40.762264,-105.01233
80203;Denver;CO;39.731286;-104.98306;-7;1;39.731286,-104.98306
80821;Hugo;CO;39.020889;-103.48045;-7;1;39.020889,-103.48045
81054;Las Animas;CO;38.037435;-103.18631;-7;1;38.037435,-103.18631
80120;Littleton;CO;39.599687;-105.00658;-7;1;39.599687,-105.00658
81019;Colorado City;CO;37.887346;-104.613617;-7;1;37.887346,-104.613617
81122;Bayfield;CO;37.329743;-107.59026;-7;1;37.329743,-107.59026
80012;Aurora;CO;39.698387;-104.83956;-7;1;39.698387,-104.83956
81143;Moffat;CO;38.142453;-105.91579;-7;1;38.142453,-105.91579
80137;Watkins;CO;39.749664;-104.60811;-7;1;39.749664,-104.60811
80633;Greeley;CO;40.500919;-104.31497;-7;1;40.500919,-104.31497
80651;Platteville;CO;40.228533;-104.84267;-7;1;40.228533,-104.84267
81151;Sanford;CO;37.23354;-105.7477;-7;1;37.23354,-105.7477
80209;Denver;CO;39.706535;-104.96698;-7;1;39.706535,-104.96698
80024;Dupont;CO;39.844685;-104.91851;-7;1;39.844685,-104.91851
80429;Climax;CO;39.225758;-106.311697;-7;1;39.225758,-106.311697
80701;Fort Morgan;CO;40.226357;-103.80625;-7;1;40.226357,-103.80625
80540;Lyons;CO;40.253033;-105.33762;-7;1;40.253033,-105.33762
80904;Colorado Springs;CO;38.850558;-104.86481;-7;1;38.850558,-104.86481
81225;Crested Butte;CO;38.901649;-106.96755;-7;1;38.901649,-106.96755
80244;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
80035;Westminster;CO;39.80797;-104.407918;-7;1;39.80797,-104.407918
80479;Toponas;CO;40.041288;-106.8557;-7;1;40.041288,-106.8557
81237;Ohio City;CO;38.590788;-106.602838;-7;1;38.590788,-106.602838
80744;Ovid;CO;40.888124;-102.3726;-7;1;40.888124,-102.3726
81067;Rocky Ford;CO;38.042083;-103.72231;-7;1;38.042083,-103.72231
80624;Gill;CO;40.481168;-104.5151;-7;1;40.481168,-104.5151
80749;Sedgwick;CO;40.86845;-102.54595;-7;1;40.86845,-102.54595
80296;Sherrelwood;CO;39.832432;-104.987535;-7;1;39.832432,-104.987535
80274;Denver;CO;39.743934;-104.987577;-7;1;39.743934,-104.987577
80911;Colorado Springs;CO;38.746807;-104.7232;-7;1;38.746807,-104.7232
80021;Broomfield;CO;39.881608;-105.09953;-7;1;39.881608,-105.09953
81323;Dolores;CO;37.515311;-108.45204;-7;1;37.515311,-108.45204
80439;Evergreen;CO;39.642572;-105.36812;-7;1;39.642572,-105.36812
81321;Cortez;CO;37.344985;-108.60355;-7;1;37.344985,-108.60355
81137;Ignacio;CO;37.099348;-107.64223;-7;1;37.099348,-107.64223
80834;Seibert;CO;39.315812;-102.88573;-7;1;39.315812,-102.88573
80133;Palmer Lake;CO;39.113371;-104.90493;-7;1;39.113371,-104.90493
80271;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
80908;Colorado Springs;CO;39.035216;-104.69575;-7;1;39.035216,-104.69575
80211;Denver;CO;39.767536;-105.01973;-7;1;39.767536,-105.01973
80476;Silver Plume;CO;39.695974;-105.73155;-7;1;39.695974,-105.73155
80542;Mead;CO;40.234505;-104.99747;-7;1;40.234505,-104.99747
80134;Parker;CO;39.508608;-104.78031;-7;1;39.508608,-104.78031
80212;Denver;CO;39.770336;-105.04688;-7;1;39.770336,-105.04688
81431;Redvale;CO;38.153484;-108.43921;-7;1;38.153484,-108.43921
81034;Crowley;CO;38.317851;-103.779959;-7;1;38.317851,-103.779959
80236;Denver;CO;39.652454;-105.04089;-7;1;39.652454,-105.04089
81522;Gateway;CO;38.715101;-109.01087;-7;1;38.715101,-109.01087
80138;Parker;CO;39.523171;-104.70607;-7;1;39.523171,-104.70607
81092;Wiley;CO;38.17924;-102.75161;-7;1;38.17924,-102.75161
80621;Fort Lupton;CO;40.090367;-104.79723;-7;1;40.090367,-104.79723
81201;Salida;CO;38.533464;-106.03468;-7;1;38.533464,-106.03468
80909;Colorado Springs;CO;38.851493;-104.77856;-7;1;38.851493,-104.77856
81064;Pritchett;CO;37.315497;-102.95462;-7;1;37.315497,-102.95462
82063;Jelm;CO;40.932966;-105.87705;-7;1;40.932966,-105.87705
80466;Nederland;CO;39.964486;-105.50805;-7;1;39.964486,-105.50805
80477;Steamboat Springs;CO;40.348242;-106.92691;-7;1;40.348242,-106.92691
80914;Colorado Springs;CO;38.819195;-104.701177;-7;1;38.819195,-104.701177
81610;Dinosaur;CO;40.334542;-108.76266;-7;1;40.334542,-108.76266
80977;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80723;Brush;CO;40.23045;-103.60824;-7;1;40.23045,-103.60824
80483;Yampa;CO;40.149432;-106.90681000000001;-7;1;40.149432,-106.90681
81246;Canon City;CO;38.477563;-105.476577;-7;1;38.477563,-105.476577
81235;Lake City;CO;37.961233;-107.29953;-7;1;37.961233,-107.29953
80522;Fort Collins;CO;40.642907;-105.057005;-7;1;40.642907,-105.057005
80523;Fort Collins;CO;40.45553;-105.464832;-7;1;40.45553,-105.464832
80455;Jamestown;CO;40.094785;-105.39844;-7;1;40.094785,-105.39844
80735;Idalia;CO;39.709824;-102.24035;-7;1;39.709824,-102.24035
80751;Sterling;CO;40.633845;-103.21574;-7;1;40.633845,-103.21574
80539;Loveland;CO;40.38636;-105.163377;-7;1;40.38636,-105.163377
80127;Littleton;CO;39.599755;-105.13052;-7;1;39.599755,-105.13052
81134;Garcia;CO;37.092195;-105.530023;-7;1;37.092195,-105.530023
81047;Holly;CO;38.060575;-102.19677;-7;1;38.060575,-102.19677
80273;Denver;CO;39.727293;-104.987535;-7;1;39.727293,-104.987535
80612;Carr;CO;40.886476;-104.87448;-7;1;40.886476,-104.87448
80544;Niwot;CO;40.177043;-105.275045;-7;1;40.177043,-105.275045
80241;Denver;CO;39.929566;-104.94931;-7;1;39.929566,-104.94931
81424;Nucla;CO;38.29545;-108.50164;-7;1;38.29545,-108.50164
81646;Molina;CO;39.139927;-108.00498;-7;1;39.139927,-108.00498
80511;Estes Park;CO;40.628112;-105.569245;-7;1;40.628112,-105.569245
81427;Ouray;CO;38.016388;-107.67438;-7;1;38.016388,-107.67438
80535;Laporte;CO;40.67069;-105.17388;-7;1;40.67069,-105.17388
80726;Crook;CO;40.888254;-102.78823;-7;1;40.888254,-102.78823
80040;Aurora;CO;39.80797;-104.407918;-7;1;39.80797,-104.407918
80480;Walden;CO;40.621621;-106.24457;-7;1;40.621621,-106.24457
81129;Conejos;CO;37.101134;-106.02648;-7;1;37.101134,-106.02648
81647;New Castle;CO;39.567059;-107.54974;-7;1;39.567059,-107.54974
80754;Stoneham;CO;40.686028;-103.65736;-7;1;40.686028,-103.65736
80104;Castle Rock;CO;39.385141;-104.85962;-7;1;39.385141,-104.85962
80603;Lochbuie;CO;39.943831;-104.629665;-7;1;39.943831,-104.629665
80960;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80307;Boulder;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
81628;El Jebel;CO;39.39787;-107.089239;-7;1;39.39787,-107.089239
80481;Ward;CO;40.10613;-105.48044;-7;1;40.10613,-105.48044
80314;Boulder;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
81645;Minturn;CO;39.459323;-106.37859;-7;1;39.459323,-106.37859
81215;Canon City;CO;38.477563;-105.476577;-7;1;38.477563,-105.476577
80219;Denver;CO;39.698137;-105.03483;-7;1;39.698137,-105.03483
81147;Pagosa Springs;CO;37.241179;-107.11287;-7;1;37.241179,-107.11287
80907;Colorado Springs;CO;38.873692;-104.81869;-7;1;38.873692,-104.81869
80154;Englewood;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
80759;Yuma;CO;40.169249;-102.69005;-7;1;40.169249,-102.69005
80970;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80504;Longmont;CO;40.160138;-105.01772;-7;1;40.160138,-105.01772
81009;Pueblo;CO;38.128626;-104.552299;-7;1;38.128626,-104.552299
80602;Thornton;CO;39.958987;-104.908921;-7;1;39.958987,-104.908921
80553;Fort Collins;CO;40.628112;-105.569245;-7;1;40.628112,-105.569245
81330;Mesa Verde National Park;CO;37.237814;-108.50424;-7;1;37.237814,-108.50424
80017;Aurora;CO;39.695269;-104.78439;-7;1;39.695269,-104.78439
81324;Dove Creek;CO;37.775543;-108.92455;-7;1;37.775543,-108.92455
81612;Aspen;CO;39.223416;-106.882774;-7;1;39.223416,-106.882774
80237;Denver;CO;39.643637;-104.90406;-7;1;39.643637,-104.90406
80901;Colorado Springs;CO;38.861469;-104.857828;-7;1;38.861469,-104.857828
81140;La Jara;CO;37.274108;-106.05178;-7;1;37.274108,-106.05178
80451;Hot Sulphur Springs;CO;40.101485;-106.11862;-7;1;40.101485,-106.11862
81621;Basalt;CO;39.379423;-106.97082;-7;1;39.379423,-106.97082
81050;La Junta;CO;37.995879;-103.54001;-7;1;37.995879,-103.54001
80741;Merino;CO;40.508131;-103.41815;-7;1;40.508131,-103.41815
80805;Bethune;CO;39.302035;-102.44357;-7;1;39.302035,-102.44357
81649;Red Cliff;CO;39.451885;-106.32403;-7;1;39.451885,-106.32403
80497;Silverthorne;CO;39.641146;-106.108002;-7;1;39.641146,-106.108002
80226;Denver;CO;39.71222;-105.08918;-7;1;39.71222,-105.08918
80262;Denver;CO;39.731038;-104.938391;-7;1;39.731038,-104.938391
80228;Denver;CO;39.688278;-105.14558;-7;1;39.688278,-105.14558
81641;Meeker;CO;40.042797;-107.92158;-7;1;40.042797,-107.92158
81007;Pueblo;CO;38.333601;-104.74329;-7;1;38.333601,-104.74329
80322;Boulder;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
80106;Elbert;CO;39.148692;-104.5635;-7;1;39.148692,-104.5635
80166;Littleton;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
81039;Fowler;CO;38.002861;-104.03445;-7;1;38.002861,-104.03445
80758;Wray;CO;40.064734;-102.21336;-7;1;40.064734,-102.21336
80550;Windsor;CO;40.47997;-104.90227;-7;1;40.47997,-104.90227
80510;Allenspark;CO;40.223935;-105.52421;-7;1;40.223935,-105.52421
81310;Durango;CO;37.28211;-107.856609;-7;1;37.28211,-107.856609
80128;Littleton;CO;39.576838;-105.07882;-7;1;39.576838,-105.07882
80308;Boulder;CO;40.027672;-105.3868;-7;1;40.027672,-105.3868
80310;Boulder;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
81232;Hillside;CO;38.285533;-105.642451;-7;1;38.285533,-105.642451
80005;Arvada;CO;39.843304;-105.11896;-7;1;39.843304,-105.11896
80650;Pierce;CO;40.637244;-104.75847;-7;1;40.637244,-104.75847
81055;La Veta;CO;37.499829;-105.02943;-7;1;37.499829,-105.02943
81636;Battlement Mesa;CO;39.430535;-108.023924;-7;1;39.430535,-108.023924
80440;Fairplay;CO;39.22106;-106.0065;-7;1;39.22106,-106.0065
81626;Craig;CO;40.667669;-107.783276;-7;1;40.667669,-107.783276
80292;Denver;CO;39.74739;-104.992842;-7;1;39.74739,-104.992842
80426;Burns;CO;39.885527;-106.93018000000001;-7;1;39.885527,-106.93018
80736;Iliff;CO;40.798956;-103.04649;-7;1;40.798956,-103.04649
81301;Durango;CO;37.295888;-107.84945;-7;1;37.295888,-107.84945
80521;Fort Collins;CO;40.586282;-105.10494;-7;1;40.586282,-105.10494
81521;Fruita;CO;39.159971;-108.72071;-7;1;39.159971,-108.72071
80281;Denver;CO;39.74394;-104.987577;-7;1;39.74394,-104.987577
80463;McCoy;CO;39.912186;-106.74302;-7;1;39.912186,-106.74302
81233;Howard;CO;38.442267;-105.85054;-7;1;38.442267,-105.85054
81637;Gypsum;CO;39.690233;-107.02552;-7;1;39.690233,-107.02552
80037;Commerce City;CO;39.80797;-104.407918;-7;1;39.80797,-104.407918
80233;Denver;CO;39.903043;-104.9544;-7;1;39.903043,-104.9544
80832;Ramah;CO;39.034273;-104.07125;-7;1;39.034273,-104.07125
81639;Hayden;CO;40.48806;-107.26093;-7;1;40.48806,-107.26093
80487;Steamboat Springs;CO;40.502772;-106.87521;-7;1;40.502772,-106.87521
81253;Wetmore;CO;38.186991;-105.07615;-7;1;38.186991,-105.07615
81125;Center;CO;37.773899;-106.08966;-7;1;37.773899,-106.08966
81063;Ordway;CO;38.253191;-103.76209;-7;1;38.253191,-103.76209
81146;Mosca;CO;37.620038;-105.73101;-7;1;37.620038,-105.73101
80001;Arvada;CO;39.522014;-105.223945;-7;1;39.522014,-105.223945
80928;Colorado Springs;CO;38.629157;-104.45068;-7;1;38.629157,-104.45068
80438;Empire;CO;39.762835;-105.71302;-7;1;39.762835,-105.71302
80432;Como;CO;39.24344;-105.79431;-7;1;39.24344,-105.79431
80546;Severance;CO;40.524987;-104.850544;-7;1;40.524987,-104.850544
80922;Colorado Springs;CO;38.897344;-104.70145;-7;1;38.897344,-104.70145
80653;Weldona;CO;40.36593;-104.00612;-7;1;40.36593,-104.00612
80638;Greeley;CO;40.500919;-104.31497;-7;1;40.500919,-104.31497
81091;Weston;CO;37.193451;-104.97188;-7;1;37.193451,-104.97188
80420;Alma;CO;39.293921;-106.06889;-7;1;39.293921,-106.06889
80831;Peyton;CO;38.96634;-104.54313;-7;1;38.96634,-104.54313
81071;Sheridan Lake;CO;38.44672;-102.24844;-7;1;38.44672,-102.24844
80520;Firestone;CO;40.115501;-104.93637;-7;1;40.115501,-104.93637
80732;Hereford;CO;40.975104;-104.305265;-7;1;40.975104,-104.305265
81332;Rico;CO;37.713158;-108.02585;-7;1;37.713158,-108.02585
80826;Limon;CO;39.041435;-103.604851;-7;1;39.041435,-103.604851
81630;De Beque;CO;39.378823;-108.34069;-7;1;39.378823,-108.34069
81058;Manzanola;CO;38.107593;-103.86848;-7;1;38.107593,-103.86848
81210;Almont;CO;38.778749;-106.62831;-7;1;38.778749,-106.62831
80305;Boulder;CO;39.979691;-105.252586;-7;1;39.979691,-105.252586
80321;Boulder;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
80238;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
81081;Trinchera;CO;37.096255;-104.14826;-7;1;37.096255,-104.14826
81633;Dinosaur;CO;40.377031;-108.398991;-7;1;40.377031,-108.398991
80866;Woodland Park;CO;39.085706;-105.23659;-7;1;39.085706,-105.23659
80532;Glen Haven;CO;40.497758;-105.43325;-7;1;40.497758,-105.43325
81402;Montrose;CO;38.485093;-107.885975;-7;1;38.485093,-107.885975
80470;Pine;CO;39.45658;-105.36876;-7;1;39.45658,-105.36876
80231;Denver;CO;39.681687;-104.88338;-7;1;39.681687,-104.88338
81432;Ridgway;CO;38.131449;-107.77322;-7;1;38.131449,-107.77322
80929;Colorado Springs;CO;38.831148999999996;-104.65178;-7;1;38.831149,-104.65178
80731;Haxtun;CO;40.593911;-102.58831;-7;1;40.593911,-102.58831
81043;Hartman;CO;38.119932;-102.21952;-7;1;38.119932,-102.21952
81131;Crestone;CO;37.945768;-105.69706;-7;1;37.945768,-105.69706
80045;Aurora;CO;39.746736;-104.838361;-7;1;39.746736,-104.838361
81648;Rangely;CO;40.011447;-108.77528;-7;1;40.011447,-108.77528
80264;Denver;CO;39.742486;-104.98563;-7;1;39.742486,-104.98563
80437;Evergreen;CO;39.522014;-105.223945;-7;1;39.522014,-105.223945
80022;Commerce City;CO;39.836586;-104.9039;-7;1;39.836586,-104.9039
80224;Denver;CO;39.688437;-104.91348;-7;1;39.688437,-104.91348
80246;Denver;CO;39.705318;-104.93113;-7;1;39.705318,-104.93113
81247;Gunnison;CO;38.457513;-107.292081;-7;1;38.457513,-107.292081
80746;Paoli;CO;40.610554;-102.472203;-7;1;40.610554,-102.472203
81239;Parlin;CO;38.618553;-106.54811;-7;1;38.618553,-106.54811
80488;Steamboat Springs;CO;40.619661;-106.860746;-7;1;40.619661,-106.860746
80270;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
80443;Frisco;CO;39.532506;-106.14029;-7;1;39.532506,-106.14029
80530;Frederick;CO;40.104211;-104.93576;-7;1;40.104211,-104.93576
81003;Pueblo;CO;38.281052;-104.62567;-7;1;38.281052,-104.62567
80452;Idaho Springs;CO;39.737369;-105.56054;-7;1;39.737369,-105.56054
81013;Pueblo;CO;38.128626;-104.552299;-7;1;38.128626,-104.552299
81029;Campo;CO;37.136682;-102.5296;-7;1;37.136682,-102.5296
81244;Rockvale;CO;38.353064;-105.18642;-7;1;38.353064,-105.18642
80815;Flagler;CO;39.348989;-103.07103;-7;1;39.348989,-103.07103
81082;Trinidad;CO;37.191882;-104.47809;-7;1;37.191882,-104.47809
81155;Villa Grove;CO;38.327695;-106.14476;-7;1;38.327695,-106.14476
80201;Denver;CO;39.726303;-104.856808;-7;1;39.726303,-104.856808
80109;Castle Rock;CO;39.380857;-104.89947;-7;1;39.380857,-104.89947
81123;Blanca;CO;37.419263;-105.58024;-7;1;37.419263,-105.58024
80742;New Raymer;CO;40.603869;-103.87807;-7;1;40.603869,-103.87807
80162;Littleton;CO;39.522014;-105.223945;-7;1;39.522014,-105.223945
81045;Haswell;CO;38.45313;-103.16965;-7;1;38.45313,-103.16965
81049;Kim;CO;37.242629;-103.47108;-7;1;37.242629,-103.47108
80014;Aurora;CO;39.665637;-104.83421;-7;1;39.665637,-104.83421
81012;Pueblo;CO;38.128626;-104.552299;-7;1;38.128626,-104.552299
80745;Padroni;CO;40.825947;-103.27669;-7;1;40.825947,-103.27669
80936;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80705;Log Lane Village;CO;40.270801;-103.82915;-7;1;40.270801,-103.82915
80615;Eaton;CO;40.529241;-104.71181;-7;1;40.529241,-104.71181
81502;Grand Junction;CO;39.017876;-108.481354;-7;1;39.017876,-108.481354
80260;Denver;CO;39.868635;-105.00805;-7;1;39.868635,-105.00805
80218;Denver;CO;39.731237;-104.97133;-7;1;39.731237,-104.97133
81613;Snowmass Village;CO;39.212626;-106.941907;-7;1;39.212626,-106.941907
81243;Powderhorn;CO;38.249778;-107.15542;-7;1;38.249778,-107.15542
80259;Denver;CO;39.746239;-104.991334;-7;1;39.746239,-104.991334
80551;Windsor;CO;40.464092;-104.885116;-7;1;40.464092,-104.885116
80747;Peetz;CO;40.964518;-103.11162;-7;1;40.964518,-103.11162
81615;Snowmass Village;CO;39.214104;-106.94528;-7;1;39.214104,-106.94528
80513;Berthoud;CO;40.294423;-105.08431;-7;1;40.294423,-105.08431
81102;Alamosa;CO;37.476026;-105.881779;-7;1;37.476026,-105.881779
81411;Bedrock;CO;38.318109;-108.92858;-7;1;38.318109,-108.92858
80033;Wheat Ridge;CO;39.774341;-105.10036;-7;1;39.774341,-105.10036
80926;Colorado Springs;CO;38.652352;-104.87298;-7;1;38.652352,-104.87298
80467;Oak Creek;CO;40.266778;-106.92849;-7;1;40.266778,-106.92849
80910;Colorado Springs;CO;38.813044;-104.77158;-7;1;38.813044,-104.77158
81124;Capulin;CO;37.291966;-106.12085;-7;1;37.291966,-106.12085
80995;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80804;Arriba;CO;39.317411;-103.24869;-7;1;39.317411,-103.24869
81033;Crowley;CO;38.193627;-103.85543;-7;1;38.193627,-103.85543
80503;Longmont;CO;40.156035;-105.17365;-7;1;40.156035,-105.17365
80643;Keenesburg;CO;40.078242;-104.49916;-7;1;40.078242,-104.49916
81073;Springfield;CO;37.409787;-102.61726;-7;1;37.409787,-102.61726
80401;Golden;CO;39.735745;-105.19337;-7;1;39.735745,-105.19337
80816;Florissant;CO;38.876897;-105.30711;-7;1;38.876897,-105.30711
81654;Snowmass;CO;39.254607;-106.97888;-7;1;39.254607,-106.97888
81520;Clifton;CO;39.085981;-108.44444;-7;1;39.085981,-108.44444
80165;Littleton;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
81425;Olathe;CO;38.605432;-108.0098;-7;1;38.605432,-108.0098
80917;Colorado Springs;CO;38.888394;-104.73975;-7;1;38.888394,-104.73975
80117;Kiowa;CO;39.382543;-104.42847;-7;1;39.382543,-104.42847
80473;Rand;CO;40.455817;-106.20137;-7;1;40.455817,-106.20137
80945;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
81252;Westcliffe;CO;38.130741;-105.45798;-7;1;38.130741,-105.45798
81501;Grand Junction;CO;39.072831;-108.55;-7;1;39.072831,-108.55
80038;Broomfield;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
80275;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
81021;Arlington;CO;38.414313;-103.37824;-7;1;38.414313,-103.37824
80722;Atwood;CO;40.53158;-103.26151;-7;1;40.53158,-103.26151
80937;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80931;Colorado Springs;CO;38.953003;-104.60923;-7;1;38.953003,-104.60923
80028;Louisville;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
80921;Colorado Springs;CO;39.044969;-104.83755;-7;1;39.044969,-104.83755
81014;Pueblo;CO;38.128626;-104.552299;-7;1;38.128626,-104.552299
80808;Calhan;CO;38.977375;-104.32017;-7;1;38.977375,-104.32017
80428;Clark;CO;40.854473;-106.92438;-7;1;40.854473,-106.92438
81326;Hesperus;CO;37.131282;-108.15728;-7;1;37.131282,-108.15728
81141;Manassa;CO;37.144944;-105.90161;-7;1;37.144944,-105.90161
80234;Denver;CO;39.9091;-105.00829;-7;1;39.9091,-105.00829
80280;Denver;CO;39.716675;-104.906942;-7;1;39.716675,-104.906942
80430;Coalmont;CO;40.436948;-106.49424;-7;1;40.436948,-106.49424
80920;Colorado Springs;CO;38.952366;-104.76701;-7;1;38.952366,-104.76701
80302;Boulder;CO;40.020885;-105.29673;-7;1;40.020885,-105.29673
80512;Bellvue;CO;40.700258;-105.64876;-7;1;40.700258,-105.64876
80475;Shawnee;CO;39.439493;-105.602959;-7;1;39.439493,-105.602959
80447;Grand Lake;CO;40.23832;-105.84688;-7;1;40.23832,-105.84688
80034;Wheat Ridge;CO;39.522014;-105.223945;-7;1;39.522014,-105.223945
81331;Pleasant View;CO;37.590205;-108.76998;-7;1;37.590205,-108.76998
80757;Woodrow;CO;39.836887;-103.61156;-7;1;39.836887,-103.61156
80020;Broomfield;CO;39.93404;-105.05454;-7;1;39.93404,-105.05454
80424;Breckenridge;CO;39.478893;-106.03747;-7;1;39.478893,-106.03747
80820;Guffey;CO;38.783844;-105.63616;-7;1;38.783844,-105.63616
80257;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
81325;Egnar;CO;38.027131;-108.83162;-7;1;38.027131,-108.83162
81650;Rifle;CO;39.603225;-107.89755;-7;1;39.603225,-107.89755
80044;Aurora;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
80205;Denver;CO;39.758986;-104.96678;-7;1;39.758986,-104.96678
81638;Hamilton;CO;40.298366;-107.51756;-7;1;40.298366,-107.51756
80256;Denver;CO;39.74739;-104.992842;-7;1;39.74739,-104.992842
81653;Slater;CO;40.929768;-107.18886;-7;1;40.929768,-107.18886
81657;Vail;CO;39.634566;-106.37077;-7;1;39.634566,-106.37077
81652;Silt;CO;39.508481;-107.66873;-7;1;39.508481,-107.66873
81642;Meredith;CO;39.342438;-106.63444;-7;1;39.342438,-106.63444
80942;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80204;Denver;CO;39.734685999999996;-105.01966;-7;1;39.734686,-105.01966
80902;Colorado Springs;CO;38.942365;-104.807081;-7;1;38.942365,-104.807081
80003;Arvada;CO;39.825357;-105.06439;-7;1;39.825357,-105.06439
80436;Dumont;CO;39.766277;-105.61523;-7;1;39.766277,-105.61523
80862;Wild Horse;CO;38.922655;-103.02115;-7;1;38.922655,-103.02115
81136;Hooper;CO;37.779885;-105.81264;-7;1;37.779885,-105.81264
80295;Denver;CO;39.745486;-104.986336;-7;1;39.745486,-104.986336
80841;U S A F Academy;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80962;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
80935;Colorado Springs;CO;38.82469;-104.562027;-7;1;38.82469,-104.562027
81135;Homelake;CO;37.615741;-106.375292;-7;1;37.615741,-106.375292
81421;Maher;CO;38.942927;-107.939831;-7;1;38.942927,-107.939831
81260;Basalt;CO;39.361605;-107.025486;-7;1;39.361605,-107.025486
80737;Julesburg;CO;40.916929;-102.21858;-7;1;40.916929,-102.21858
80243;Denver;CO;39.738752;-104.408349;-7;1;39.738752,-104.408349
81010;Pueblo;CO;38.128626;-104.552299;-7;1;38.128626,-104.552299
80819;Green Mountain Falls;CO;38.940813;-105.01363;-7;1;38.940813,-105.01363
81059;Model;CO;37.513166;-104.02959;-7;1;37.513166,-104.02959
81126;Chama;CO;37.175339;-105.34164;-7;1;37.175339,-105.34164
80925;Colorado Springs;CO;38.758252;-104.6555;-7;1;38.758252,-104.6555
80830;Matheson;CO;39.089871;-103.89534;-7;1;39.089871,-103.89534
80824;Kirk;CO;39.650653;-102.52694;-7;1;39.650653,-102.52694
81516;Snowmass Village;CO;39.225729;-106.937134;-7;1;39.225729,-106.937134
80122;Littleton;CO;39.582604;-104.95834;-7;1;39.582604,-104.95834
80812;Cope;CO;39.648325;-102.88722;-7;1;39.648325,-102.88722
80817;Fountain;CO;38.674013;-104.69627;-7;1;38.674013,-104.69627
81132;Del Norte;CO;37.731981;-106.39774;-7;1;37.731981,-106.39774
80645;La Salle;CO;40.332131;-104.68704;-7;1;40.332131,-104.68704
81069;Rye;CO;37.909758;-104.89892;-7;1;37.909758,-104.89892
80323;Boulder;CO;40.087835;-105.373507;-7;1;40.087835,-105.373507
80740;Lindon;CO;39.724528;-103.38353;-7;1;39.724528,-103.38353
80828;Limon;CO;39.273148;-103.69416;-7;1;39.273148,-103.69416
80124;Littleton;CO;39.543478;-104.89644;-7;1;39.543478,-104.89644
